
—— fold 1/5 —————————————————————
[eval 00000]  loss = 0.844245
[eval 02560]  loss = -1.639650
[eval 02570]  loss = -5.061034
[eval 02580]  loss = -2.711285
[eval 02590]  loss = -4.388445
[eval 02600]  loss = 0.327882
[eval 02610]  loss = -4.134713
[eval 02620]  loss = 1.017459
[eval 02630]  loss = -5.073119
[eval 02640]  loss = -2.888739
[eval 02650]  loss = 3.120824
[eval 02660]  loss = -2.580368
[eval 02670]  loss = 0.642174
[eval 02680]  loss = 1.187367
[eval 02690]  loss = -2.702481
[eval 02700]  loss = -1.026342
[eval 02710]  loss = -0.027972
[eval 02720]  loss = -4.947430
[eval 02730]  loss = -0.813419
[eval 02740]  loss = 5.105548
[eval 02750]  loss = -0.915003
[eval 02760]  loss = -2.932438
[eval 02770]  loss = -2.425286
[eval 02780]  loss = 1.628857
[eval 02790]  loss = -1.976771
[eval 02800]  loss = 1.036648
[eval 02810]  loss = -5.158630
[eval 02820]  loss = -1.293542
[eval 02830]  loss = 0.933352
[eval 02840]  loss = -0.879210
[eval 02850]  loss = 1.458634
[eval 02860]  loss = 0.513847
[eval 02870]  loss = -1.737793
[eval 02880]  loss = -3.124218
[eval 02890]  loss = 0.174302
[eval 02900]  loss = -5.067695
[eval 02910]  loss = -2.729140
[eval 02920]  loss = 5.043902
[eval 02930]  loss = -0.904153
[eval 02940]  loss = -2.955788
[eval 02950]  loss = 2.355717
[eval 02960]  loss = -0.900034
[eval 02970]  loss = -3.850651
[eval 02980]  loss = -2.578171
[eval 02990]  loss = -4.987140
[eval 03000]  loss = 3.648606
[eval 03010]  loss = -0.658912
[eval 03020]  loss = -0.886641
[eval 03030]  loss = 3.117645
[eval 03040]  loss = 1.688406
[eval 03050]  loss = 0.850100
[eval 03060]  loss = -2.400131
[eval 03070]  loss = -2.260395
[eval 03080]  loss = -5.064699
[eval 03090]  loss = 2.554254
[eval 03100]  loss = 4.942877
[eval 03110]  loss = -1.639842
[eval 03120]  loss = 1.254928
[eval 03130]  loss = 2.426708
[eval 03140]  loss = 3.417288
[eval 03150]  loss = -2.437312
[eval 03160]  loss = 0.105486
[eval 03170]  loss = -5.176538
[eval 03180]  loss = 0.982702
[eval 03190]  loss = 3.484915
[eval 03200]  loss = -1.462403
[eval 03210]  loss = -2.040959
[eval 03220]  loss = -3.396128
[eval 03230]  loss = 2.647139
[eval 03240]  loss = -2.365768
[eval 03250]  loss = 0.686314
[eval 03260]  loss = -5.053899
[eval 03270]  loss = -2.411480
[eval 03280]  loss = -2.566628
[eval 03290]  loss = -1.918848
[eval 03300]  loss = 3.189014
[eval 03310]  loss = -1.282245
[eval 03320]  loss = 1.466113
[eval 03330]  loss = 2.128421
[eval 03340]  loss = -2.842450
[eval 03350]  loss = -5.117890
[eval 03360]  loss = -2.388283
[eval 03370]  loss = 4.607934
[eval 03380]  loss = -4.775009
[eval 03390]  loss = -2.572474
[eval 03400]  loss = -0.595761
[eval 03410]  loss = -2.480167
[eval 03420]  loss = -0.530484
[eval 03430]  loss = -1.742214
[eval 03440]  loss = -5.134311
[eval 03450]  loss = 2.425254
[eval 03460]  loss = -1.412084
[eval 03470]  loss = -0.663747
[eval 03480]  loss = 0.644320
[eval 03490]  loss = -5.103792
[eval 03500]  loss = 0.733240
[eval 03510]  loss = -5.019164
[eval 03520]  loss = -1.221194
[eval 03530]  loss = -5.135435
[eval 03540]  loss = -3.692122
[eval 03550]  loss = 2.699817
[eval 03560]  loss = -0.558120
[eval 03570]  loss = -2.342783
[eval 03580]  loss = -3.106055
[eval 03590]  loss = -0.923029
[eval 03600]  loss = -4.599290
[eval 03610]  loss = 2.975708
[eval 03620]  loss = -5.079708
[eval 03630]  loss = 1.882887
[eval 03640]  loss = -3.706106
[eval 03650]  loss = -0.642992
[eval 03660]  loss = 0.654458
[eval 03670]  loss = -3.323522
[eval 03680]  loss = 0.295744
[eval 03690]  loss = -1.316488
[eval 03700]  loss = 2.459436
[eval 03710]  loss = -5.125149
[eval 03720]  loss = 1.187347
[eval 03730]  loss = 4.561174
[eval 03740]  loss = -0.833154
[eval 03750]  loss = 3.299835
[eval 03760]  loss = -4.370499
[eval 03770]  loss = 3.101135
[eval 03780]  loss = -2.286923
[eval 03790]  loss = -0.140965
[eval 03800]  loss = -5.135136
[eval 03810]  loss = -1.285895
[eval 03820]  loss = 1.870083
[eval 03830]  loss = -2.075758
[eval 03840]  loss = 3.137497
[eval 03850]  loss = 0.303616
[eval 03860]  loss = -0.706993
[eval 03870]  loss = -0.776778
[eval 03880]  loss = -2.738362
[eval 03890]  loss = -5.041729
[eval 03900]  loss = 1.982871
[eval 03910]  loss = 4.838085
[eval 03920]  loss = -1.888912
[eval 03930]  loss = -2.099084
[eval 03940]  loss = 2.338741
[eval 03950]  loss = 2.411899
[eval 03960]  loss = -0.857635
[eval 03970]  loss = -2.217095
[eval 03980]  loss = -5.121789
[eval 03990]  loss = 2.553216
[eval 04000]  loss = 2.781396
[eval 04010]  loss = -4.214991
[eval 04020]  loss = 0.865862
[eval 04030]  loss = -4.779424
[eval 04040]  loss = -0.426752
[eval 04050]  loss = 0.464429
[eval 04060]  loss = 2.657308
[eval 04070]  loss = -5.066450
[eval 04080]  loss = 0.464525
[eval 04090]  loss = 2.314815
[eval 04100]  loss = -5.116966
[eval 04110]  loss = -2.858767
[eval 04120]  loss = -3.765636
[eval 04130]  loss = -2.291233
[eval 04140]  loss = -2.219160
[eval 04150]  loss = 4.237151
[eval 04160]  loss = -5.074193
[eval 04170]  loss = 0.092960
[eval 04180]  loss = 3.726439
[eval 04190]  loss = -0.980078
[eval 04200]  loss = 1.208377
[eval 04210]  loss = 1.326503
[eval 04220]  loss = -0.817295
[eval 04230]  loss = -3.635827
[eval 04240]  loss = 0.571522
[eval 04250]  loss = -5.147854
[eval 04260]  loss = 1.472249
[eval 04270]  loss = -1.109439
[eval 04280]  loss = -5.096569
[eval 04290]  loss = -2.228366
[eval 04300]  loss = -5.043201
[eval 04310]  loss = -1.010049
[eval 04320]  loss = -4.776549
[eval 04330]  loss = 3.259521
[eval 04340]  loss = -5.107055
[eval 04350]  loss = 1.709222
[eval 04360]  loss = -3.301863
[eval 04370]  loss = -2.823554
[eval 04380]  loss = 1.064294
[eval 04390]  loss = 2.034240
[eval 04400]  loss = 1.179366
[eval 04410]  loss = 0.642867
[eval 04420]  loss = -0.741843
[eval 04430]  loss = -5.109233
[eval 04440]  loss = -0.186721
[eval 04450]  loss = 0.075934
[eval 04460]  loss = -4.986605
[eval 04470]  loss = -0.877197
[eval 04480]  loss = 1.212772
[eval 04490]  loss = -0.152958
[eval 04500]  loss = 1.742876
[eval 04510]  loss = 2.779824
[eval 04520]  loss = -5.022790
[eval 04530]  loss = -1.430820
[eval 04540]  loss = -2.015475
[eval 04550]  loss = -1.252326
[eval 04560]  loss = 3.493558
[eval 04570]  loss = 1.947884
[eval 04580]  loss = 2.995058
[eval 04590]  loss = -0.567810
[eval 04600]  loss = -0.948604
[eval 04610]  loss = -4.928438
[eval 04620]  loss = -0.604786
[eval 04630]  loss = -0.679524
[eval 04640]  loss = -3.570921
[eval 04650]  loss = -3.491841
[eval 04660]  loss = -4.905364
[eval 04670]  loss = -1.022740
[eval 04680]  loss = -3.279357
[eval 04690]  loss = -2.720236
[eval 04700]  loss = -5.055468
[eval 04710]  loss = -0.186053
[eval 04720]  loss = -4.174084
[eval 04730]  loss = -3.366060
[eval 04740]  loss = -2.793325
[eval 04750]  loss = -2.886746
[eval 04760]  loss = -0.639727
[eval 04770]  loss = 0.235618
[eval 04780]  loss = -2.265351
[eval 04790]  loss = -5.112548
[eval 04800]  loss = -1.104867
[eval 04810]  loss = -2.621728
[eval 04820]  loss = -2.065828
[eval 04830]  loss = -1.122237
[eval 04840]  loss = -0.173886
[eval 04850]  loss = 3.157237
[eval 04860]  loss = 1.773024
[eval 04870]  loss = -3.144735
[eval 04880]  loss = -5.134924
[eval 04890]  loss = 3.278353
[eval 04900]  loss = -2.281279
[eval 04910]  loss = -0.824507
[eval 04920]  loss = -2.554307
[eval 04930]  loss = 1.102895
[eval 04940]  loss = -0.996410
[eval 04950]  loss = 1.049378
[eval 04960]  loss = 2.630570
[eval 04970]  loss = -5.081180
[eval 04980]  loss = 1.408909
[eval 04990]  loss = 0.559839
[eval 05000]  loss = -3.831947
[eval 05010]  loss = 2.261103
[eval 05020]  loss = -2.772782
[eval 05030]  loss = 0.895581
[eval 05040]  loss = 2.204833
[eval 05050]  loss = -0.636590
[eval 05060]  loss = -5.050814
[eval 05070]  loss = -3.415816
[eval 05080]  loss = -3.032583
[eval 05090]  loss = -1.623262
[eval 05100]  loss = -2.859142
[eval 05110]  loss = -0.757485
[eval 05120]  loss = 1.001608
[eval 05130]  loss = 2.206107
[eval 05140]  loss = 0.661764
[eval 05150]  loss = -5.089259
[eval 05160]  loss = 2.266508
[eval 05170]  loss = -0.039927
[eval 05180]  loss = -1.266633
[eval 05190]  loss = 0.619083
[eval 05200]  loss = 0.535831
[eval 05210]  loss = -2.047562
[eval 05220]  loss = -0.345311
[eval 05230]  loss = 0.743773
[eval 05240]  loss = -5.053449
[eval 05250]  loss = -0.478344
[eval 05260]  loss = -0.351333
[eval 05270]  loss = -3.959021
[eval 05280]  loss = 2.827790
[eval 05290]  loss = -2.421880
[eval 05300]  loss = 1.905347
[eval 05310]  loss = -4.196846
[eval 05320]  loss = -0.054072
[eval 05330]  loss = -5.081704
[eval 05340]  loss = 0.742220
[eval 05350]  loss = 4.545749
[eval 05360]  loss = -0.639420
[eval 05370]  loss = 2.855115
[eval 05380]  loss = -4.141811
[eval 05390]  loss = 1.309890
[eval 05400]  loss = -3.851923
[eval 05410]  loss = -2.169254
[eval 05420]  loss = -4.954503
[eval 05430]  loss = -4.110783
[eval 05440]  loss = -3.770635
[eval 05450]  loss = -2.877198
[eval 05460]  loss = 2.269062
[eval 05470]  loss = -1.737735
[eval 05480]  loss = 1.885401
[eval 05490]  loss = -3.841854
[eval 05500]  loss = 1.238068
[eval 05510]  loss = -5.092757
[eval 05520]  loss = -0.816912
[eval 05530]  loss = -3.866453
[eval 05540]  loss = -1.629252
[eval 05550]  loss = -0.342092
[eval 05560]  loss = -0.417477
[eval 05570]  loss = -2.620623
[eval 05580]  loss = 1.421265
[eval 05590]  loss = 1.149514
[eval 05600]  loss = -5.021774
[eval 05610]  loss = -1.149481
[eval 05620]  loss = -1.383269
[eval 05630]  loss = -1.124095
[eval 05640]  loss = 3.424046
[eval 05650]  loss = 2.566067
[eval 05660]  loss = -1.465818
[eval 05670]  loss = -4.962000
[eval 05680]  loss = -0.718569
[eval 05690]  loss = -4.959287
[eval 05700]  loss = 3.054441
[eval 05710]  loss = -4.244487
[eval 05720]  loss = -2.795386
[eval 05730]  loss = 1.624722
[eval 05740]  loss = -1.255644
[eval 05750]  loss = 1.987952
[eval 05760]  loss = 0.087992
[eval 05770]  loss = 0.998356
[eval 05780]  loss = -5.045910
[eval 05790]  loss = 2.252874
[eval 05800]  loss = -3.302599
[eval 05810]  loss = -2.001286
[eval 05820]  loss = 3.217950
[eval 05830]  loss = -5.138361
[eval 05840]  loss = -0.488560
[eval 05850]  loss = -2.441429
[eval 05860]  loss = -4.992025
[eval 05870]  loss = -0.035203
[eval 05880]  loss = -4.956056
[eval 05890]  loss = -0.692478
[eval 05900]  loss = 4.282623
[eval 05910]  loss = -2.860141
[eval 05920]  loss = -0.239328
[eval 05930]  loss = 0.762576
[eval 05940]  loss = 1.615780
[eval 05950]  loss = -3.089713
[eval 05960]  loss = 3.338212
[eval 05970]  loss = -5.087248
[eval 05980]  loss = 1.444223
[eval 05990]  loss = 4.316640
[eval 06000]  loss = -1.894850
[eval 06010]  loss = -0.647048
[eval 06020]  loss = -4.474608
[eval 06030]  loss = 1.192677
[eval 06040]  loss = -4.129491
[eval 06050]  loss = 1.800510
[eval 06060]  loss = -5.009681
[eval 06070]  loss = 2.033778
[eval 06080]  loss = -3.240008
[eval 06090]  loss = -1.255304
[eval 06100]  loss = -0.888514
[eval 06110]  loss = 2.192121
[eval 06120]  loss = -0.652650
[eval 06130]  loss = -4.811702
[eval 06140]  loss = -1.672013
[eval 06150]  loss = -5.161279
[eval 06160]  loss = -2.172304
[eval 06170]  loss = -0.339448
[eval 06180]  loss = -3.684135
[eval 06190]  loss = -3.524177
[eval 06200]  loss = -2.845237
[eval 06210]  loss = 0.152674
[eval 06220]  loss = -3.874476
[eval 06230]  loss = 0.893656
[eval 06240]  loss = -5.072784
[eval 06250]  loss = -3.539068
[eval 06260]  loss = -2.506354
[eval 06270]  loss = -3.676728
[eval 06280]  loss = -1.917994
[eval 06290]  loss = -4.878503
[eval 06300]  loss = -0.435348
[eval 06310]  loss = 1.758886
[eval 06320]  loss = 2.461329
[eval 06330]  loss = -5.092987
[eval 06340]  loss = -1.659579
[eval 06350]  loss = 0.090734
[eval 06360]  loss = -3.693652
[eval 06370]  loss = 0.668487
[eval 06380]  loss = 2.472529
[eval 06390]  loss = -3.658327
[eval 06400]  loss = 2.133405
[eval 06410]  loss = -2.363844
[eval 06420]  loss = -5.213030
[eval 06430]  loss = -0.760066
[eval 06440]  loss = -2.424063
[eval 06450]  loss = -0.858295
[eval 06460]  loss = 3.160798
[eval 06470]  loss = 1.386566
[eval 06480]  loss = -1.716684
[eval 06490]  loss = 0.125144
[eval 06500]  loss = 3.445047
[eval 06510]  loss = -5.193396
[eval 06520]  loss = 1.098129
[eval 06530]  loss = 0.336375
[eval 06540]  loss = -2.658025
[eval 06550]  loss = 3.302185
[eval 06560]  loss = 1.598362
[eval 06570]  loss = 2.183371
[eval 06580]  loss = 1.863224
[eval 06590]  loss = -0.294596
[eval 06600]  loss = -5.153659
[eval 06610]  loss = -0.901121
[eval 06620]  loss = -3.913488
[eval 06630]  loss = -1.890931
[eval 06640]  loss = 0.469797
[eval 06650]  loss = -2.821716
[eval 06660]  loss = -0.331046
[eval 06670]  loss = 2.220380
[eval 06680]  loss = 2.690308
[eval 06690]  loss = -5.065688
[eval 06700]  loss = 2.892531
[eval 06710]  loss = -1.578154
[eval 06720]  loss = -4.779245
[eval 06730]  loss = -0.486496
[eval 06740]  loss = -4.771325
[eval 06750]  loss = 1.831982
[eval 06760]  loss = -4.392301
[eval 06770]  loss = 2.873961
[eval 06780]  loss = -5.111583
[eval 06790]  loss = 1.282396
[eval 06800]  loss = -0.096588
[eval 06810]  loss = -3.070145
[eval 06820]  loss = 0.771755
[eval 06830]  loss = -4.619278
[eval 06840]  loss = 1.132505
[eval 06850]  loss = -2.910231
[eval 06860]  loss = 0.710678
[eval 06870]  loss = -5.103273
[eval 06880]  loss = 1.943324
[eval 06890]  loss = 2.817702
[eval 06900]  loss = -3.770076
[eval 06910]  loss = -0.083948
[eval 06920]  loss = -3.797234
[eval 06930]  loss = -2.784767
[eval 06940]  loss = 0.938633
[eval 06950]  loss = 0.788978
[eval 06960]  loss = -5.157215
[eval 06970]  loss = 0.798588
[eval 06980]  loss = 1.050509
[eval 06990]  loss = -3.528676
[eval 07000]  loss = 1.470144
[eval 07010]  loss = -3.101733
[eval 07020]  loss = 1.802673
[eval 07030]  loss = -3.939997
[eval 07040]  loss = 2.348200
[eval 07050]  loss = -5.176151
[eval 07060]  loss = -2.842301
[eval 07070]  loss = -2.905640
[eval 07080]  loss = -0.883499
[eval 07090]  loss = -2.243473
[eval 07100]  loss = -2.351420
[eval 07110]  loss = -3.509917
[eval 07120]  loss = -3.823519
[eval 07130]  loss = -3.578555
[eval 07140]  loss = -5.035161
[eval 07150]  loss = 2.779170
[eval 07160]  loss = -3.742240
[eval 07170]  loss = -3.282443
[eval 07180]  loss = 1.791153
[eval 07190]  loss = -0.588253
[eval 07200]  loss = -2.337357
[eval 07210]  loss = -4.939900
[eval 07220]  loss = -2.214648
[eval 07230]  loss = -5.074933
[eval 07240]  loss = 2.032437
[eval 07250]  loss = -4.022581
[eval 07260]  loss = -0.680863
[eval 07270]  loss = -1.033169
[eval 07280]  loss = 0.009680
[eval 07290]  loss = -3.512761
[eval 07300]  loss = 1.879308
[eval 07310]  loss = 0.144902
[eval 07320]  loss = -5.065215
[eval 07330]  loss = -3.815095
[eval 07340]  loss = 4.794606
[eval 07350]  loss = -1.279413
[eval 07360]  loss = 2.174705
[eval 07370]  loss = -3.851038
[eval 07380]  loss = 0.430937
[eval 07390]  loss = -0.970309
[eval 07400]  loss = 2.987450
[eval 07410]  loss = -5.043842
[eval 07420]  loss = 1.350835
[eval 07430]  loss = 1.592278
[eval 07440]  loss = -4.122048
[eval 07450]  loss = 3.489847
[eval 07460]  loss = -3.730993
[eval 07470]  loss = -1.911993
[eval 07480]  loss = -4.200595
[eval 07490]  loss = -0.960070
[eval 07500]  loss = -4.964705
[eval 07510]  loss = 2.107414
[eval 07520]  loss = -4.785953
[eval 07530]  loss = -2.649257
[eval 07540]  loss = 3.143576
[eval 07550]  loss = -2.890804
[eval 07560]  loss = 0.112953
[eval 07570]  loss = -2.012951
[eval 07580]  loss = 0.663265
[eval 07590]  loss = -5.038256
[eval 07600]  loss = -1.872945
[eval 07610]  loss = -3.618025
[eval 07620]  loss = -5.138014
[eval 07630]  loss = -2.095051
[eval 07640]  loss = 2.062727
[eval 07650]  loss = -0.891714
[eval 07660]  loss = -0.205680
[eval 07670]  loss = -2.450091
[eval 07680]  loss = -5.145430
[eval 07690]  loss = 0.860769
[eval 07700]  loss = 3.888932
[eval 07710]  loss = -3.701265
[eval 07720]  loss = -2.188650
[eval 07730]  loss = 0.057237
[eval 07740]  loss = 4.954152
[eval 07750]  loss = -0.873795
[eval 07760]  loss = 0.830499
[eval 07770]  loss = -5.044698
[eval 07780]  loss = -1.705205
[eval 07790]  loss = -4.449648
[eval 07800]  loss = -3.860680
[eval 07810]  loss = -2.037366
[eval 07820]  loss = -3.743204
[eval 07830]  loss = -2.122645
[eval 07840]  loss = -4.098064
[eval 07850]  loss = 3.021918
[eval 07860]  loss = -4.934034
[eval 07870]  loss = 1.761582
[eval 07880]  loss = 5.167471
[eval 07890]  loss = -2.527796
[eval 07900]  loss = 3.518055
[eval 07910]  loss = 1.515523
[eval 07920]  loss = -1.148030
[eval 07930]  loss = -5.107172
[eval 07940]  loss = -5.019858
[eval 07950]  loss = 0.466738
[eval 07960]  loss = -5.148491
[eval 07970]  loss = 2.399611
[eval 07980]  loss = 3.072696
[eval 07990]  loss = -4.879130
[eval 08000]  loss = 2.560787
[eval 08010]  loss = 0.854134
[eval 08020]  loss = 0.578593
[eval 08030]  loss = 0.438026
[eval 08040]  loss = 2.706232
[eval 08050]  loss = -5.170947
[eval 08060]  loss = -3.305816
[eval 08070]  loss = 3.913853
[eval 08080]  loss = -4.919682
[eval 08090]  loss = 0.482598
[eval 08100]  loss = -4.801607
[eval 08110]  loss = 0.738714
[eval 08120]  loss = -4.510765
[eval 08130]  loss = 1.078594
[eval 08140]  loss = -4.952038
[eval 08150]  loss = -1.764130
[eval 08160]  loss = -3.263388
[eval 08170]  loss = -2.830354
[eval 08180]  loss = -3.178831
[eval 08190]  loss = 1.972177
[eval 08200]  loss = 1.387990
[eval 08210]  loss = 1.194614
[eval 08220]  loss = -2.005166
[eval 08230]  loss = -4.996284
[eval 08240]  loss = 2.186680
[eval 08250]  loss = 4.699542
[eval 08260]  loss = -1.735196
[eval 08270]  loss = -2.322197
[eval 08280]  loss = -4.877249
[eval 08290]  loss = 0.923561
[eval 08300]  loss = -2.676668
[eval 08310]  loss = 2.597249
[eval 08320]  loss = -5.133712
[eval 08330]  loss = 1.058124
[eval 08340]  loss = 4.012864
[eval 08350]  loss = -4.966984
[eval 08360]  loss = -1.232252
[eval 08370]  loss = -3.887354
[eval 08380]  loss = -1.798289
[eval 08390]  loss = 1.763316
[eval 08400]  loss = -2.310621
[eval 08410]  loss = -4.919402
[eval 08420]  loss = 0.851649
[eval 08430]  loss = -3.603542
[eval 08440]  loss = -3.610372
[eval 08450]  loss = 1.759915
[eval 08460]  loss = 2.490391
[eval 08470]  loss = -2.918569
[eval 08480]  loss = -2.008983
[eval 08490]  loss = 3.827353
[eval 08500]  loss = -5.031007
[eval 08510]  loss = -2.516413
[eval 08520]  loss = 3.885673
[eval 08530]  loss = -4.819351
[eval 08540]  loss = 0.033754
[eval 08550]  loss = -0.976696
[eval 08560]  loss = 0.865122
[eval 08570]  loss = -2.080260
[eval 08580]  loss = 2.158825
[eval 08590]  loss = -5.016825
[eval 08600]  loss = 0.441239
[eval 08610]  loss = 4.573902
[eval 08620]  loss = -0.954534
[eval 08630]  loss = -1.975384
[eval 08640]  loss = -1.126741
[eval 08650]  loss = -3.426892
[eval 08660]  loss = -4.804118
[eval 08670]  loss = 3.241753
[eval 08680]  loss = -5.071209
[eval 08690]  loss = 3.143732
[eval 08700]  loss = 2.015840
[eval 08710]  loss = -1.795439
[eval 08720]  loss = 2.843029
[eval 08730]  loss = -2.885919
[eval 08740]  loss = 2.460625
[eval 08750]  loss = -4.900586
[eval 08760]  loss = -0.298338
[eval 08770]  loss = -4.985341
[eval 08780]  loss = -2.688308
[eval 08790]  loss = -0.926959
[eval 08800]  loss = -0.713224
[eval 08810]  loss = 2.412781
[eval 08820]  loss = -4.500769
[eval 08830]  loss = 0.245039
[eval 08840]  loss = -0.368158
[eval 08850]  loss = 2.342775
[eval 08860]  loss = -5.112805
[eval 08870]  loss = -1.925605
[eval 08880]  loss = -4.356327
[eval 08890]  loss = -1.135204
[eval 08900]  loss = -2.600961
[eval 08910]  loss = -0.346066
[eval 08920]  loss = -0.247271
[eval 08930]  loss = -3.508976
[eval 08940]  loss = 1.052471
[eval 08950]  loss = -5.009084
[eval 08960]  loss = -1.289532
[eval 08970]  loss = 0.553406
[eval 08980]  loss = -0.515046
[eval 08990]  loss = 1.957314
[eval 09000]  loss = -3.828325
[eval 09010]  loss = -1.321554
[eval 09020]  loss = -4.644471
[eval 09030]  loss = -2.834643
[eval 09040]  loss = -5.061772
[eval 09050]  loss = -2.932338
[eval 09060]  loss = -4.152253
[eval 09070]  loss = -2.987805
[eval 09080]  loss = 0.476474
[eval 09090]  loss = -1.754777
[eval 09100]  loss = 4.214844
[eval 09110]  loss = -0.574167
[eval 09120]  loss = 0.249974
[eval 09130]  loss = -5.073878
[eval 09140]  loss = -0.483175
[eval 09150]  loss = -5.077732
[eval 09160]  loss = -4.156307
[eval 09170]  loss = 0.110784
[eval 09180]  loss = 0.670550
[eval 09190]  loss = 1.718023
[eval 09200]  loss = -1.850058
[eval 09210]  loss = 1.135173
[eval 09220]  loss = -4.974895
[eval 09230]  loss = 1.139945
[eval 09240]  loss = 4.296424
[eval 09250]  loss = -0.548939
[eval 09260]  loss = -1.254624
[eval 09270]  loss = -1.473296
[eval 09280]  loss = -2.813680
[eval 09290]  loss = 0.853851
[eval 09300]  loss = -1.491134
[eval 09310]  loss = -5.075076
[eval 09320]  loss = 2.204751
[eval 09330]  loss = -1.483817
[eval 09340]  loss = -5.021755
[eval 09350]  loss = -1.920393
[eval 09360]  loss = -3.074334
[eval 09370]  loss = -0.130754
[eval 09380]  loss = 1.817681
[eval 09390]  loss = 0.362419
[eval 09400]  loss = -5.129884
[eval 09410]  loss = -2.358394
[eval 09420]  loss = 3.680136
[eval 09430]  loss = -3.571042
[eval 09440]  loss = -1.467709
[eval 09450]  loss = -4.792269
[eval 09460]  loss = 2.205147
[eval 09470]  loss = 1.861817
[eval 09480]  loss = 1.058554
[eval 09490]  loss = -4.994643
[eval 09500]  loss = 2.852650
[eval 09510]  loss = -2.114533
[eval 09520]  loss = -0.890503
[eval 09530]  loss = -0.367968
[eval 09540]  loss = -1.175663
[eval 09550]  loss = 1.538293
[eval 09560]  loss = -3.236985
[eval 09570]  loss = 2.798143
[eval 09580]  loss = -5.124290
[eval 09590]  loss = 3.164516
[eval 09600]  loss = 0.971865
[eval 09610]  loss = -1.944510
[eval 09620]  loss = -2.151757
[eval 09630]  loss = -1.677387
[eval 09640]  loss = -4.127653
[eval 09650]  loss = -4.341306
[eval 09660]  loss = 1.563337
[eval 09670]  loss = -5.125258
[eval 09680]  loss = -3.483154
[eval 09690]  loss = 0.058034
[eval 09700]  loss = -0.942428
[eval 09710]  loss = 0.859176
[eval 09720]  loss = 2.601118
[eval 09730]  loss = 3.241841
[eval 09740]  loss = -3.630841
[eval 09750]  loss = 3.174110
[eval 09760]  loss = -5.073691
[eval 09770]  loss = -1.282249
[eval 09780]  loss = -4.912198
[eval 09790]  loss = -5.017285
[eval 09800]  loss = -2.863988
[eval 09810]  loss = 2.761870
[eval 09820]  loss = -1.401628
[eval 09830]  loss = -3.065436
[eval 09840]  loss = -1.394314
[eval 09850]  loss = -5.134339
[eval 09860]  loss = 2.261203
[eval 09870]  loss = -0.093934
[eval 09880]  loss = -3.101082
[eval 09890]  loss = -3.752790
[eval 09900]  loss = -4.595666
[eval 09910]  loss = 3.832677
[eval 09920]  loss = -4.197171
[eval 09930]  loss = 1.199352
[eval 09940]  loss = -5.016216
[eval 09950]  loss = -2.596468
[eval 09960]  loss = 4.573453
[eval 09970]  loss = -3.939723
[eval 09980]  loss = -2.452765
[eval 09990]  loss = -3.436442
accuracy = 0.645
confusion matrix:
[[143  57]
 [ 86 114]]
              precision    recall  f1-score   support

           0      0.624     0.715     0.667       200
           1      0.667     0.570     0.615       200

    accuracy                          0.642       400
   macro avg      0.646     0.642     0.641       400
weighted avg      0.646     0.642     0.641       400


—— fold 5/5 —————————————————————
[eval 00000]  loss = -2.696075
[eval 00010]  loss = -0.276728
[eval 00020]  loss = -3.688076
[eval 00030]  loss = -2.151454
[eval 00040]  loss = -0.473727
[eval 00050]  loss = -0.656921
[eval 00060]  loss = 1.285208
[eval 00070]  loss = 0.035136
[eval 00080]  loss = 2.283015
[eval 00090]  loss = -4.253307
[eval 00100]  loss = 0.595752
[eval 00110]  loss = 1.547354
[eval 00120]  loss = 3.421338
[eval 00130]  loss = 3.330802
[eval 00140]  loss = 3.289190
[eval 00150]  loss = -3.115716
[eval 00160]  loss = -0.304974
[eval 00170]  loss = 2.413301
[eval 00180]  loss = -2.702294
[eval 00190]  loss = -1.133591
[eval 00200]  loss = 1.099783
[eval 00210]  loss = 2.802819
[eval 00220]  loss = 2.589716
[eval 00230]  loss = -0.360296
[eval 00240]  loss = 2.307503
[eval 00250]  loss = 3.568726
[eval 00260]  loss = -0.912726
[eval 00270]  loss = 1.309993
[eval 00280]  loss = 0.094229
[eval 00290]  loss = 1.577793
[eval 00300]  loss = -2.812952
[eval 00310]  loss = 3.696174
[eval 00320]  loss = -3.295964
[eval 00330]  loss = -1.901873
[eval 00340]  loss = 3.298705
[eval 00350]  loss = 3.881734
[eval 00360]  loss = -1.072584
[eval 00370]  loss = -4.262433
[eval 00380]  loss = -3.273355
[eval 00390]  loss = 1.339542
[eval 00400]  loss = 1.055665
[eval 00410]  loss = -0.523768
[eval 00420]  loss = -1.931845
[eval 00430]  loss = -3.747636
[eval 00440]  loss = 1.065690
[eval 00450]  loss = 3.965836
[eval 00460]  loss = -2.397626
[eval 00470]  loss = 1.661615
[eval 00480]  loss = -2.518550
[eval 00490]  loss = -1.960644
[eval 00500]  loss = -4.437545
[eval 00510]  loss = 4.112955
[eval 00520]  loss = 0.782668
[eval 00530]  loss = -4.567630
[eval 00540]  loss = -2.701786
[eval 00550]  loss = -4.104101
[eval 00560]  loss = -3.570186
[eval 00570]  loss = -3.008068
[eval 00580]  loss = -1.582973
[eval 00590]  loss = 0.248803
[eval 00600]  loss = -3.816999
[eval 00610]  loss = 3.502101
[eval 00620]  loss = -1.559442
[eval 00630]  loss = -0.135872
[eval 00640]  loss = -3.761661
[eval 00650]  loss = 1.232376
[eval 00660]  loss = -3.752934
[eval 00670]  loss = -0.752342
